claim_id	section	claim_kind	risk_level	claim_text	evidence_summary	evidence_urls	source_urls	source_domains	evidence_count	primary_source_count	source_role	confidence	status	required_fix	required_evidence_count	required_primary_count	gap_note	exact_date	jurisdiction	regulated_subject	scope	effective_date	transition_period	tone_guidance	tone_reason	caveat
claim-037	### 4.2 何が選定を分けるか	regulatory	high	規制差では、同じめっきでも「製品中の制限」「皮膚接触時の放出」「作業者ばく露」「排水」「大気排出」が別の法体系で管理されます。設計段階で混同すると、後工程での是正コストが大きくなります。EUR-Lex RoHS ECHA Annex XVII OSHA 環境省 排水基準	inline citation context	https://eur-lex.europa.eu/legal-content/EN/TXT?uri=CELEX%3A02011L0065-20250101 | https://echa.europa.eu/documents/10162/3bbe9024-52a6-8e63-5581-e686331eb459 | https://osha.gov/laws-regs/regulations/standardnumber/1910/1910.1026 | https://env.go.jp/water/impure/haisui.html	https://eur-lex.europa.eu/legal-content/EN/TXT?uri=CELEX%3A02011L0065-20250101 | https://echa.europa.eu/documents/10162/3bbe9024-52a6-8e63-5581-e686331eb459 | https://osha.gov/laws-regs/regulations/standardnumber/1910/1910.1026 | https://env.go.jp/water/impure/haisui.html	eur-lex.europa.eu | echa.europa.eu | osha.gov | env.go.jp	4	4	legal_text | official_regulator	0.95	ok		2	1			EU	hazardous substances in EEE	skin-contact release condition			standard	official, legal, standards, academic, or public-context support is present	
claim-038	### 4.3 用途別に見た方式の役割	fact	low	需要側の類型: 一般に、防食・耐候を重視する鋼部品/建材系、自動車の意匠・機能部品系、電子部品/基板/半導体周辺系で、採用する皮膜と検査指標が大きく違います。機材工 JCU	inline citation context	https://kizaikou.or.jp/basic.html | https://jcu-i.com/wp/wp-content/uploads/2022/10/irks1_20220511.pdf	https://kizaikou.or.jp/basic.html | https://jcu-i.com/wp/wp-content/uploads/2022/10/irks1_20220511.pdf	kizaikou.or.jp | jcu-i.com	2	0	industry_association | vendor_first_party	0.85	ok		2	1								soften_vendor_association	vendor / industry-association evidence should be framed as representative or public-material context	industry association evidence is best used for sector context, not plant-specific guarantees; vendor evidence should be checked against the actual process, substrate, and acceptance test
claim-039	### 4.3 用途別に見た方式の役割	fact	low	供給側の類型: 公開資料の範囲では、日本ではめっき加工会社、薬品メーカー、装置メーカー、分析・検査、顧客品質保証が分業で動く構造が強く、材料選定より責任分担設計が実務上重要になりやすいです。JCU 機材工	inline citation context	https://jcu-i.com/wp/wp-content/uploads/2022/10/irks1_20220511.pdf | https://kizaikou.or.jp/basic.html	https://jcu-i.com/wp/wp-content/uploads/2022/10/irks1_20220511.pdf | https://kizaikou.or.jp/basic.html	jcu-i.com | kizaikou.or.jp	2	0	vendor_first_party | industry_association	0.85	ok		2	1			Japan					soften_vendor_association	vendor / industry-association evidence should be framed as representative or public-material context	industry association evidence is best used for sector context, not plant-specific guarantees; vendor evidence should be checked against the actual process, substrate, and acceptance test
claim-040	### 4.3 用途別に見た方式の役割	fact	high	技術類型: 代表的な整理として、亜鉛系防食、ニッケル系機能皮膜、銅系導電/配線形成、貴金属系接点/装飾、クロム系外観・硬質用途などに分けると、用途と不具合モードを整理しやすくなります。全国鍍金工業組合連合会 大阪府立産業技術総合研究所	inline citation context	https://zentoren.or.jp/mekki/shurui.html | https://www2.orist.jp/dl/izumi/archive/Gijutsu_shiryo/Corr.pdf	https://zentoren.or.jp/mekki/shurui.html | https://www2.orist.jp/dl/izumi/archive/Gijutsu_shiryo/Corr.pdf	zentoren.or.jp | www2.orist.jp	2	1	industry_association | government_context	0.85	ok		2	1				nickel	product use and exposure conditions			standard	official, legal, standards, academic, or public-context support is present	industry association evidence is best used for sector context, not plant-specific guarantees
claim-041	### 4.4 工程全体と関係者のつながり	regulatory	high	上流では、化学薬品、前処理、治具、整流器、排気、排水処理が一体で工程能力を決めます。めっきそのものだけを最適化しても、洗浄・乾燥・排水で詰まると量産は安定しません。US EPA 排水 厚生労働省	inline citation context	https://epa.gov/eg/electroplating-effluent-guidelines | https://mhlw.go.jp/stf/seisakunitsuite/bunya/0000099121_00005.html	https://epa.gov/eg/electroplating-effluent-guidelines | https://mhlw.go.jp/stf/seisakunitsuite/bunya/0000099121_00005.html	epa.gov | mhlw.go.jp	2	2	official_regulator	0.95	ok		2	1			Japan	wastewater discharge				standard	official, legal, standards, academic, or public-context support is present	
claim-042	### 4.4 工程全体と関係者のつながり	fact	low	公開資料の範囲では、中流では専業めっき会社と自社ラインの両方が存在し、用途ごとに薬品メーカーや装置メーカーの標準プロセスが事実上の参照軸になりやすいです。JCU 機材工	inline citation context	https://jcu-i.com/wp/wp-content/uploads/2022/10/irks1_20220511.pdf | https://kizaikou.or.jp/basic.html	https://jcu-i.com/wp/wp-content/uploads/2022/10/irks1_20220511.pdf | https://kizaikou.or.jp/basic.html	jcu-i.com | kizaikou.or.jp	2	0	vendor_first_party | industry_association	0.85	ok		2	1								soften_vendor_association	vendor / industry-association evidence should be framed as representative or public-material context	industry association evidence is best used for sector context, not plant-specific guarantees; vendor evidence should be checked against the actual process, substrate, and acceptance test
claim-043	### 4.4 工程全体と関係者のつながり	fact	high	下流では、自動車 OEM/Tier、電子部品メーカー、基板メーカー、半導体パッケージ基板メーカー、建材用途が主要な受け皿です。下流側の要求が、膜厚、公差、トレーサビリティ、規制適合の仕様へ跳ね返ります。JCU 経済産業省	inline citation context	https://jcu-i.com/wp/wp-content/uploads/2022/10/irks1_20220511.pdf | https://meti.go.jp/policy/mono_info_service/mono/iron_and_steel/downloadfiles/kinzokusozai2.pdf	https://jcu-i.com/wp/wp-content/uploads/2022/10/irks1_20220511.pdf | https://meti.go.jp/policy/mono_info_service/mono/iron_and_steel/downloadfiles/kinzokusozai2.pdf	jcu-i.com | meti.go.jp	2	1	vendor_first_party | government_context	0.85	ok		2	1			Japan					standard	official, legal, standards, academic, or public-context support is present	vendor evidence should be checked against the actual process, substrate, and acceptance test
claim-044	### 4.5 例外条件と誤解しやすい境界	fact	low	「めっき = 電気めっき」と断定すると、無電解めっきや溶融めっき、さらには広義の乾式法との境界を取り違えます。逆に「真空蒸着も全部めっき」と書くと、工程比較が雑になります。表面技術協会 アルバックテクノ	inline citation context	https://mekki.sfj.or.jp/ | https://ulvac-techno.co.jp/service/surface_treatment/faq/001.html	https://mekki.sfj.or.jp/ | https://ulvac-techno.co.jp/service/surface_treatment/faq/001.html	mekki.sfj.or.jp | ulvac-techno.co.jp	2	1	professional_body | vendor_first_party	0.85	ok		2	1								standard	official, legal, standards, academic, or public-context support is present	vendor evidence should be checked against the actual process, substrate, and acceptance test
claim-045	### 4.5 例外条件と誤解しやすい境界	advice	medium	「外観が良い = 品質が高い」も危険です。電子用途では潜在不良がリフロー後や現地使用後に出ることがあり、逆に防食用途では外観差が直ちに寿命差を意味しない場合があります。IPC 大阪府立産業技術総合研究所	inline citation context	https://ipc.org/news-release/ipc-issues-electronics-industry-warning-printed-board-microvia-reliability-high | https://www2.orist.jp/dl/izumi/archive/Gijutsu_shiryo/Corr.pdf	https://ipc.org/news-release/ipc-issues-electronics-industry-warning-printed-board-microvia-reliability-high | https://www2.orist.jp/dl/izumi/archive/Gijutsu_shiryo/Corr.pdf	ipc.org | www2.orist.jp	2	2	standards_body | government_context	0.95	ok		2	1								standard	official, legal, standards, academic, or public-context support is present	
claim-046	### 4.5 例外条件と誤解しやすい境界	regulatory	high	「六価クロムは禁止済み」「ニッケルめっきは違法」といった書き方も誤りです。実際には、国・用途・接触条件・法体系ごとに結論が違います。EUR-Lex RoHS ECHA Annex XVII OSHA	inline citation context	https://eur-lex.europa.eu/legal-content/EN/TXT?uri=CELEX%3A02011L0065-20250101 | https://echa.europa.eu/documents/10162/3bbe9024-52a6-8e63-5581-e686331eb459 | https://osha.gov/laws-regs/regulations/standardnumber/1910/1910.1026	https://eur-lex.europa.eu/legal-content/EN/TXT?uri=CELEX%3A02011L0065-20250101 | https://echa.europa.eu/documents/10162/3bbe9024-52a6-8e63-5581-e686331eb459 | https://osha.gov/laws-regs/regulations/standardnumber/1910/1910.1026	eur-lex.europa.eu | echa.europa.eu | osha.gov	3	3	legal_text	0.95	ok		2	1			EU	hexavalent chromium	product use and exposure conditions			standard	official, legal, standards, academic, or public-context support is present	
claim-047	### 4.6 直近の制度変更と日付	temporal	high	2011年7月21日: 現行の RoHS 指令 2011/65/EU が発効し、EEE における有害物質制限の基盤となりました。2025年1月1日時点の統合版でも六価クロムは制限対象です。欧州委員会 RoHS EUR-Lex RoHS	inline citation context	https://environment.ec.europa.eu/topics/waste-and-recycling/rohs-directive_en | https://eur-lex.europa.eu/legal-content/EN/TXT?uri=CELEX%3A02011L0065-20250101	https://environment.ec.europa.eu/topics/waste-and-recycling/rohs-directive_en | https://eur-lex.europa.eu/legal-content/EN/TXT?uri=CELEX%3A02011L0065-20250101	environment.ec.europa.eu | eur-lex.europa.eu	2	2	legal_text	0.95	ok		2	1		2011-07-21 | 2025-01-01	EU	hexavalent chromium	electrical and electronic equipment	2011-07-21		standard	official, legal, standards, academic, or public-context support is present	
claim-048	### 4.6 直近の制度変更と日付	temporal	high	2022年5月31日以降: 日本では化学物質の自律的管理への制度改正が段階的に進み、めっき薬品を含む現場管理の負荷が高まっています。厚生労働省	inline citation context	https://mhlw.go.jp/stf/seisakunitsuite/bunya/0000099121_00005.html	https://mhlw.go.jp/stf/seisakunitsuite/bunya/0000099121_00005.html	mhlw.go.jp	1	1	official_regulator	0.85	ok		2	1		2022-05-31	Japan			2022-05-31		standard	official, legal, standards, academic, or public-context support is present	
claim-049	### 4.6 直近の制度変更と日付	temporal	high	2024年2月5日: 環境省が六価クロムに関する測定法見直しを公表し、JIS K0102-3 ベースへ改正しました。環境省 測定法改正	inline citation context	https://env.go.jp/press/press_02720.html	https://env.go.jp/press/press_02720.html	env.go.jp	1	1	official_regulator	0.85	ok		2	1		2024-02-05	Japan	hexavalent chromium		2024-02-05		standard	official, legal, standards, academic, or public-context support is present	
claim-050	### 4.6 直近の制度変更と日付	temporal	high	2024年4月1日: 日本の六価クロム排水基準改正が施行され、一般排水基準 0.2 mg/L、電気めっき業の暫定基準 0.5 mg/L が実務上の焦点になりました。環境省 排水基準 大阪府	inline citation context	https://env.go.jp/water/impure/haisui.html | https://pref.osaka.lg.jp/o120080/jigyoshoshido/mizu/r6-4kaisei.html	https://env.go.jp/water/impure/haisui.html | https://pref.osaka.lg.jp/o120080/jigyoshoshido/mizu/r6-4kaisei.html	env.go.jp | pref.osaka.lg.jp	2	2	official_regulator | legal_text	0.95	ok		2	1		2024-04-01	Japan	hexavalent chromium		2024-04-01	temporary transitional measure	standard	official, legal, standards, academic, or public-context support is present	
claim-051	### 4.6 直近の制度変更と日付	temporal	high	2021年以降継続中: EPA は chrome finishing facilities の PFAS 排出を理由に、電気めっき/金属仕上げカテゴリの見直しを進めています。2026年4月19日時点でも、クロム系工程は六価クロムだけでなく PFAS 論点と一体で読む必要があります。US EPA 排水 US EPA 大気	inline citation context	https://epa.gov/eg/electroplating-effluent-guidelines | https://epa.gov/stationary-sources-air-pollution/chromium-electroplating-national-emission-standards-hazardous-air	https://epa.gov/eg/electroplating-effluent-guidelines | https://epa.gov/stationary-sources-air-pollution/chromium-electroplating-national-emission-standards-hazardous-air	epa.gov	2	2	official_regulator	0.95	ok		2	1		2026-04-19	United States	hexavalent chromium		2026-04-19		standard	official, legal, standards, academic, or public-context support is present	
claim-052	### 4.7 見落としやすい実務リスク	advice	high	定義と境界の取り違え: 湿式めっき、乾式表面処理、溶融めっきを同じ比較表で一律に扱うと、設備要件、工程設計、品質保証の前提がずれます。まず「電析 / 無電解 / 溶融 / 乾式」のどこを比較しているのかを固定しないと、後段の原価比較や規制整理も誤ります。アルバックテクノ 表面技術協会	inline citation context	https://ulvac-techno.co.jp/service/surface_treatment/faq/001.html | https://mekki.sfj.or.jp/	https://ulvac-techno.co.jp/service/surface_treatment/faq/001.html | https://mekki.sfj.or.jp/	ulvac-techno.co.jp | mekki.sfj.or.jp	2	1	vendor_first_party | professional_body	0.85	ok		2	1								standard	official, legal, standards, academic, or public-context support is present	vendor evidence should be checked against the actual process, substrate, and acceptance test
claim-053	### 4.7 見落としやすい実務リスク	advice	high	品質と信頼性の見落とし: 前処理不足は密着不良、剥離、ピット、ブリスターの起点になり、浴管理不良は膜厚不均一、析出ムラ、再処理増を招きます。電子部品では接触抵抗、はんだ付け性、熱履歴後の界面健全性まで見ないと、外観合格でも後工程で不良化します。大阪府立産業技術総合研究所 JCU IPC	inline citation context	https://www2.orist.jp/dl/izumi/archive/Gijutsu_shiryo/Corr.pdf | https://jcu-i.com/wp/wp-content/uploads/2022/10/irks1_20220511.pdf | https://ipc.org/news-release/ipc-issues-electronics-industry-warning-printed-board-microvia-reliability-high	https://www2.orist.jp/dl/izumi/archive/Gijutsu_shiryo/Corr.pdf | https://jcu-i.com/wp/wp-content/uploads/2022/10/irks1_20220511.pdf | https://ipc.org/news-release/ipc-issues-electronics-industry-warning-printed-board-microvia-reliability-high	www2.orist.jp | jcu-i.com | ipc.org	3	2	government_context | vendor_first_party | standards_body	0.95	ok		2	1								standard	official, legal, standards, academic, or public-context support is present	
claim-054	### 4.7 見落としやすい実務リスク	advice	high	材料・用途依存の落とし穴: 高強度鋼やばね材では、水素脆化リスクとめっき後ベーキング要否を仕様段階で確認しないと、機械特性低下や遅れ破壊を見逃します。HDI 基板や先端パッケージでは、microvia 周りのめっきは一般的な厚付け発想をそのまま適用できず、界面品質と後工程条件を別管理する必要があります。大阪府立産業技術総合研究所 JCU IPC	inline citation context	https://www2.orist.jp/dl/izumi/archive/Gijutsu_shiryo/Corr.pdf | https://jcu-i.com/wp/wp-content/uploads/2022/10/irks1_20220511.pdf | https://ipc.org/news-release/ipc-issues-electronics-industry-warning-printed-board-microvia-reliability-high	https://www2.orist.jp/dl/izumi/archive/Gijutsu_shiryo/Corr.pdf | https://jcu-i.com/wp/wp-content/uploads/2022/10/irks1_20220511.pdf | https://ipc.org/news-release/ipc-issues-electronics-industry-warning-printed-board-microvia-reliability-high	www2.orist.jp | jcu-i.com | ipc.org	3	2	government_context | vendor_first_party | standards_body	0.95	ok		2	1				microvia reliability	high-strength steel components			standard	official, legal, standards, academic, or public-context support is present	
claim-055	### 4.7 見落としやすい実務リスク	regulatory	high	規制と EHS の取り違え: 同じめっきでも、排水、排気、作業者ばく露、製品中含有、皮膚接触によるニッケル放出では根拠法令が異なります。RoHS / REACH、国内排水基準、クロム・ニッケルの労安管理を同じ論点として扱うと対応漏れが出ます。環境省 排水基準 厚生労働省 OSHA EUR-Lex RoHS ECHA Annex XVII	inline citation context	https://env.go.jp/water/impure/haisui.html | https://mhlw.go.jp/stf/seisakunitsuite/bunya/0000099121_00005.html | https://osha.gov/laws-regs/regulations/standardnumber/1910/1910.1026 | https://eur-lex.europa.eu/legal-content/EN/TXT?uri=CELEX%3A02011L0065-20250101 | https://echa.europa.eu/documents/10162/3bbe9024-52a6-8e63-5581-e686331eb459	https://env.go.jp/water/impure/haisui.html | https://mhlw.go.jp/stf/seisakunitsuite/bunya/0000099121_00005.html | https://osha.gov/laws-regs/regulations/standardnumber/1910/1910.1026 | https://eur-lex.europa.eu/legal-content/EN/TXT?uri=CELEX%3A02011L0065-20250101 | https://echa.europa.eu/documents/10162/3bbe9024-52a6-8e63-5581-e686331eb459	env.go.jp | mhlw.go.jp | osha.gov | eur-lex.europa.eu | echa.europa.eu	5	5	official_regulator | legal_text	0.95	ok		2	1			EU	nickel	skin-contact release condition			standard	official, legal, standards, academic, or public-context support is present	
claim-056	### 4.7 見落としやすい実務リスク	regulatory	high	運用と原価の過小評価: 薬品単価だけでなく、浴分析頻度、補給管理、前処理再現性、排水処理、排気、トレーサビリティ、再処理、停止時間まで含めて見ないと、見積り時より総コストが悪化しやすいです。表面技術協会 US EPA 排水 JCU	inline citation context	https://sfj.or.jp/kaikoku/20220829Kansai.html | https://epa.gov/eg/electroplating-effluent-guidelines | https://jcu-i.com/wp/wp-content/uploads/2022/10/irks1_20220511.pdf	https://sfj.or.jp/kaikoku/20220829Kansai.html | https://epa.gov/eg/electroplating-effluent-guidelines | https://jcu-i.com/wp/wp-content/uploads/2022/10/irks1_20220511.pdf	sfj.or.jp | epa.gov | jcu-i.com	3	2	professional_body | official_regulator | vendor_first_party	0.95	ok		2	1			United States	wastewater discharge				standard	official, legal, standards, academic, or public-context support is present	
claim-057	### 5.1 選定前の実務チェックリスト	advice	high	防食目的で鋼部品を処理する - 先に固定すること: 使用環境、要求寿命、後処理、必要膜厚レンジ、構造物サイズを先に固定する	table cell	https://aen-mekki.or.jp/ | https://zentoren.or.jp/mekki/shurui.html	https://aen-mekki.or.jp/ | https://zentoren.or.jp/mekki/shurui.html	aen-mekki.or.jp | zentoren.or.jp	2	1	professional_body | industry_association	0.85	ok		2	1								standard	official, legal, standards, academic, or public-context support is present	industry association evidence is best used for sector context, not plant-specific guarantees
claim-058	### 5.1 選定前の実務チェックリスト	advice	high	防食目的で鋼部品を処理する - 判断を誤りやすい理由: 亜鉛電気めっきと溶融亜鉛めっきでは比較軸とコスト構造が大きく違う	table cell	https://aen-mekki.or.jp/ | https://zentoren.or.jp/mekki/shurui.html	https://aen-mekki.or.jp/ | https://zentoren.or.jp/mekki/shurui.html	aen-mekki.or.jp | zentoren.or.jp	2	1	professional_body | industry_association	0.85	ok		2	1								standard	official, legal, standards, academic, or public-context support is present	industry association evidence is best used for sector context, not plant-specific guarantees
claim-059	### 5.1 選定前の実務チェックリスト	advice	high	防食目的で鋼部品を処理する - 根拠・注意: 日本溶融亜鉛鍍金協会 全国鍍金工業組合連合会	table cell	https://aen-mekki.or.jp/ | https://zentoren.or.jp/mekki/shurui.html	https://aen-mekki.or.jp/ | https://zentoren.or.jp/mekki/shurui.html	aen-mekki.or.jp | zentoren.or.jp	2	1	professional_body | industry_association	0.85	ok		2	1			Japan					standard	official, legal, standards, academic, or public-context support is present	industry association evidence is best used for sector context, not plant-specific guarantees
claim-060	### 5.1 選定前の実務チェックリスト	advice	high	高強度鋼・ばね材を扱う - 先に固定すること: 水素脆化リスク、めっき後ベーキング要否、図面 / 材質仕様の管理責任を確認する	table cell	https://www2.orist.jp/dl/izumi/archive/Gijutsu_shiryo/Corr.pdf | https://zentoren.or.jp/mekki/hyoumenshori.html	https://www2.orist.jp/dl/izumi/archive/Gijutsu_shiryo/Corr.pdf | https://zentoren.or.jp/mekki/hyoumenshori.html	www2.orist.jp | zentoren.or.jp	2	1	government_context | industry_association	0.85	ok		2	1					high-strength steel components			standard	official, legal, standards, academic, or public-context support is present	industry association evidence is best used for sector context, not plant-specific guarantees
claim-061	### 5.1 選定前の実務チェックリスト	advice	high	高強度鋼・ばね材を扱う - 判断を誤りやすい理由: 強度保証を落とすと遅れ破壊が後工程や実使用で現れる	table cell	https://www2.orist.jp/dl/izumi/archive/Gijutsu_shiryo/Corr.pdf | https://zentoren.or.jp/mekki/hyoumenshori.html	https://www2.orist.jp/dl/izumi/archive/Gijutsu_shiryo/Corr.pdf | https://zentoren.or.jp/mekki/hyoumenshori.html	www2.orist.jp | zentoren.or.jp	2	1	government_context | industry_association	0.85	ok		2	1					high-strength steel components			standard	official, legal, standards, academic, or public-context support is present	industry association evidence is best used for sector context, not plant-specific guarantees
claim-062	### 5.1 選定前の実務チェックリスト	advice	high	高強度鋼・ばね材を扱う - 根拠・注意: 大阪府立産業技術総合研究所 全国鍍金工業組合連合会	table cell	https://www2.orist.jp/dl/izumi/archive/Gijutsu_shiryo/Corr.pdf | https://zentoren.or.jp/mekki/hyoumenshori.html	https://www2.orist.jp/dl/izumi/archive/Gijutsu_shiryo/Corr.pdf | https://zentoren.or.jp/mekki/hyoumenshori.html	www2.orist.jp | zentoren.or.jp	2	1	government_context | industry_association	0.85	ok		2	1					high-strength steel components			standard	official, legal, standards, academic, or public-context support is present	industry association evidence is best used for sector context, not plant-specific guarantees
claim-063	### 5.1 選定前の実務チェックリスト	advice	high	電子部品・基板用途を選定する - 先に固定すること: 膜厚均一性、ボイド、界面、熱サイクル後信頼性に加え、HDI / microvia 条件を別項目で確認する	table cell	https://jcu-i.com/wp/wp-content/uploads/2022/10/irks1_20220511.pdf | https://ipc.org/news-release/ipc-issues-electronics-industry-warning-printed-board-microvia-reliability-high	https://jcu-i.com/wp/wp-content/uploads/2022/10/irks1_20220511.pdf | https://ipc.org/news-release/ipc-issues-electronics-industry-warning-printed-board-microvia-reliability-high	jcu-i.com | ipc.org	2	1	vendor_first_party | standards_body	0.85	ok		2	1				microvia reliability				standard	official, legal, standards, academic, or public-context support is present	
claim-064	### 5.1 選定前の実務チェックリスト	advice	high	電子部品・基板用途を選定する - 判断を誤りやすい理由: 初期検査合格でも microvia や界面起点の潜在不良が後で出る	table cell	https://jcu-i.com/wp/wp-content/uploads/2022/10/irks1_20220511.pdf | https://ipc.org/news-release/ipc-issues-electronics-industry-warning-printed-board-microvia-reliability-high	https://jcu-i.com/wp/wp-content/uploads/2022/10/irks1_20220511.pdf | https://ipc.org/news-release/ipc-issues-electronics-industry-warning-printed-board-microvia-reliability-high	jcu-i.com | ipc.org	2	1	vendor_first_party | standards_body	0.85	ok		2	1				microvia reliability				standard	official, legal, standards, academic, or public-context support is present	
claim-065	### 5.1 選定前の実務チェックリスト	advice	high	電子部品・基板用途を選定する - 根拠・注意: JCU IPC	table cell	https://jcu-i.com/wp/wp-content/uploads/2022/10/irks1_20220511.pdf | https://ipc.org/news-release/ipc-issues-electronics-industry-warning-printed-board-microvia-reliability-high	https://jcu-i.com/wp/wp-content/uploads/2022/10/irks1_20220511.pdf | https://ipc.org/news-release/ipc-issues-electronics-industry-warning-printed-board-microvia-reliability-high	jcu-i.com | ipc.org	2	1	vendor_first_party | standards_body	0.85	ok		2	1								standard	official, legal, standards, academic, or public-context support is present	
claim-066	### 5.1 選定前の実務チェックリスト	advice	high	コネクタ・接点用途を選定する - 先に固定すること: 接触抵抗、摩耗後の導通、孔食 / ブリスター、下地金属との組み合わせを確認する	table cell	https://jcu-i.com/wp/wp-content/uploads/2022/10/irks1_20220511.pdf | https://fujielectric.co.jp/products/plating/about	https://jcu-i.com/wp/wp-content/uploads/2022/10/irks1_20220511.pdf | https://fujielectric.co.jp/products/plating/about	jcu-i.com | fujielectric.co.jp	2	0	vendor_first_party	0.85	ok		2	1								soften_vendor_association	vendor / industry-association evidence should be framed as representative or public-material context	vendor evidence should be checked against the actual process, substrate, and acceptance test
claim-067	### 5.1 選定前の実務チェックリスト	advice	high	コネクタ・接点用途を選定する - 判断を誤りやすい理由: 外観や名目膜厚だけでは通電安定性を判断できない	table cell	https://jcu-i.com/wp/wp-content/uploads/2022/10/irks1_20220511.pdf | https://fujielectric.co.jp/products/plating/about	https://jcu-i.com/wp/wp-content/uploads/2022/10/irks1_20220511.pdf | https://fujielectric.co.jp/products/plating/about	jcu-i.com | fujielectric.co.jp	2	0	vendor_first_party	0.85	ok		2	1								soften_vendor_association	vendor / industry-association evidence should be framed as representative or public-material context	vendor evidence should be checked against the actual process, substrate, and acceptance test
claim-068	### 5.1 選定前の実務チェックリスト	advice	high	コネクタ・接点用途を選定する - 根拠・注意: JCU 富士電機	table cell	https://jcu-i.com/wp/wp-content/uploads/2022/10/irks1_20220511.pdf | https://fujielectric.co.jp/products/plating/about	https://jcu-i.com/wp/wp-content/uploads/2022/10/irks1_20220511.pdf | https://fujielectric.co.jp/products/plating/about	jcu-i.com | fujielectric.co.jp	2	0	vendor_first_party	0.85	ok		2	1								soften_vendor_association	vendor / industry-association evidence should be framed as representative or public-material context	vendor evidence should be checked against the actual process, substrate, and acceptance test
claim-069	### 5.1 選定前の実務チェックリスト	advice	high	はんだ接合を前提にする - 先に固定すること: 表面仕上げとはんだ付け性、保管後 / リフロー後のぬれ性、後工程フラックス条件を確認する	table cell	https://jcu-i.com/wp/wp-content/uploads/2022/10/irks1_20220511.pdf | https://kizaikou.or.jp/basic.html	https://jcu-i.com/wp/wp-content/uploads/2022/10/irks1_20220511.pdf | https://kizaikou.or.jp/basic.html	jcu-i.com | kizaikou.or.jp	2	0	vendor_first_party | industry_association	0.85	ok		2	1								soften_vendor_association	vendor / industry-association evidence should be framed as representative or public-material context	industry association evidence is best used for sector context, not plant-specific guarantees; vendor evidence should be checked against the actual process, substrate, and acceptance test
claim-070	### 5.1 選定前の実務チェックリスト	advice	high	はんだ接合を前提にする - 判断を誤りやすい理由: 「導電性がある」と「はんだ付けしやすい」は同義ではない	table cell	https://jcu-i.com/wp/wp-content/uploads/2022/10/irks1_20220511.pdf | https://kizaikou.or.jp/basic.html	https://jcu-i.com/wp/wp-content/uploads/2022/10/irks1_20220511.pdf | https://kizaikou.or.jp/basic.html	jcu-i.com | kizaikou.or.jp	2	0	vendor_first_party | industry_association	0.85	ok		2	1								soften_vendor_association	vendor / industry-association evidence should be framed as representative or public-material context	industry association evidence is best used for sector context, not plant-specific guarantees; vendor evidence should be checked against the actual process, substrate, and acceptance test
claim-071	### 5.1 選定前の実務チェックリスト	advice	high	はんだ接合を前提にする - 根拠・注意: JCU 機材工	table cell	https://jcu-i.com/wp/wp-content/uploads/2022/10/irks1_20220511.pdf | https://kizaikou.or.jp/basic.html	https://jcu-i.com/wp/wp-content/uploads/2022/10/irks1_20220511.pdf | https://kizaikou.or.jp/basic.html	jcu-i.com | kizaikou.or.jp	2	0	vendor_first_party | industry_association	0.85	ok		2	1								soften_vendor_association	vendor / industry-association evidence should be framed as representative or public-material context	industry association evidence is best used for sector context, not plant-specific guarantees; vendor evidence should be checked against the actual process, substrate, and acceptance test
claim-072	### 5.1 選定前の実務チェックリスト	advice	high	複雑形状や非導体に処理する - 先に固定すること: 前処理、活性化、シード層、無電解併用の要否と厚み分布限界を確認する	table cell	https://fujielectric.co.jp/products/plating/about | https://zentoren.or.jp/mekki/hyoumenshori.html	https://fujielectric.co.jp/products/plating/about | https://zentoren.or.jp/mekki/hyoumenshori.html	fujielectric.co.jp | zentoren.or.jp	2	0	vendor_first_party | industry_association	0.85	ok		2	1								soften_vendor_association	vendor / industry-association evidence should be framed as representative or public-material context	industry association evidence is best used for sector context, not plant-specific guarantees; vendor evidence should be checked against the actual process, substrate, and acceptance test
claim-073	### 5.1 選定前の実務チェックリスト	advice	high	複雑形状や非導体に処理する - 判断を誤りやすい理由: 前処理不足と形状依存で密着不良・膜厚不均一・ピット / ブリスターが増えやすい	table cell	https://fujielectric.co.jp/products/plating/about | https://zentoren.or.jp/mekki/hyoumenshori.html	https://fujielectric.co.jp/products/plating/about | https://zentoren.or.jp/mekki/hyoumenshori.html	fujielectric.co.jp | zentoren.or.jp	2	0	vendor_first_party | industry_association	0.85	ok		2	1								soften_vendor_association	vendor / industry-association evidence should be framed as representative or public-material context	industry association evidence is best used for sector context, not plant-specific guarantees; vendor evidence should be checked against the actual process, substrate, and acceptance test
claim-074	### 5.1 選定前の実務チェックリスト	advice	high	複雑形状や非導体に処理する - 根拠・注意: 富士電機 全国鍍金工業組合連合会	table cell	https://fujielectric.co.jp/products/plating/about | https://zentoren.or.jp/mekki/hyoumenshori.html	https://fujielectric.co.jp/products/plating/about | https://zentoren.or.jp/mekki/hyoumenshori.html	fujielectric.co.jp | zentoren.or.jp	2	0	vendor_first_party | industry_association	0.85	ok		2	1								soften_vendor_association	vendor / industry-association evidence should be framed as representative or public-material context	industry association evidence is best used for sector context, not plant-specific guarantees; vendor evidence should be checked against the actual process, substrate, and acceptance test
