claim_id	section	claim_kind	risk_level	claim_text	evidence_summary	evidence_urls	source_urls	source_domains	evidence_count	primary_source_count	source_role	confidence	status	required_fix	required_evidence_count	required_primary_count	gap_note	exact_date	jurisdiction	regulated_subject	scope	effective_date	transition_period	tone_guidance	tone_reason	caveat
claim-041	### 4.1 方式ごとの比較ポイント	fact	high	乾式/真空系表面処理 - 主な注意点: 広義の表面処理としては近いが、狭義の湿式めっきとは工程・設備・規制軸が違う。ASTM B08 Scope JEITA/ITRS 2007	table cell	https://astm.org/membership-participation/technical-committees/committee-b08/scope-b08 | https://semicon.jeita.or.jp/STRJ/ITRS/2007/12%202007_ITRS_A%26P_Japanese_v2.0.pdf	https://astm.org/membership-participation/technical-committees/committee-b08/scope-b08 | https://semicon.jeita.or.jp/STRJ/ITRS/2007/12%202007_ITRS_A%26P_Japanese_v2.0.pdf	astm.org | semicon.jeita.or.jp	2	1	standards_body | industry_association	0.85	ok		2	1								standard	official, legal, standards, academic, or public-context support is present	industry association evidence is best used for sector context, not plant-specific guarantees
claim-042	### 4.1 方式ごとの比較ポイント	fact	low	方式名から入るより、「基材は何か」「防食か接点か実装か」「厚めの防食層が必要か、薄い機能層でよいか」を先に決めた方が比較しやすいです。ORIST Nickel Plating Handbook	inline citation context	https://www2.orist.jp/dl/izumi/archive/Gijutsu_shiryo/Corr.pdf | https://nickelinstitute.org/en/resources/publications/nickel-plating-handbook-en	https://www2.orist.jp/dl/izumi/archive/Gijutsu_shiryo/Corr.pdf | https://nickelinstitute.org/en/resources/publications/nickel-plating-handbook-en	www2.orist.jp | nickelinstitute.org	2	1	government_context | industry_association	0.85	ok		2	1								standard	official, legal, standards, academic, or public-context support is present	industry association evidence is best used for sector context, not plant-specific guarantees
claim-043	### 4.2 用途別・産業別に何が違うか	fact	high	自動車では、防食、耐久、量産安定性、サプライヤー管理が中心です。鋼板系では溶融亜鉛めっきや関連鋼板規格が強く、締結部品やばね材では水素脆化対策を外せません。JFS 日本鉄鋼連盟 ORIST JCU 表面処理技術資料 ASTM B849 ASTM F519	inline citation context	https://jisf.or.jp/business/standard/jfs | https://jisf.or.jp/business/tech/aen/index.html | https://www2.orist.jp/dl/izumi/archive/Gijutsu_shiryo/Corr.pdf | https://jcu-i.com/wp/wp-content/uploads/2022/10/irks1_20220511.pdf | https://store.astm.org/Standards/B849.htm | https://store.astm.org/f0519-17a.html	https://jisf.or.jp/business/standard/jfs | https://jisf.or.jp/business/tech/aen/index.html | https://www2.orist.jp/dl/izumi/archive/Gijutsu_shiryo/Corr.pdf | https://jcu-i.com/wp/wp-content/uploads/2022/10/irks1_20220511.pdf | https://store.astm.org/Standards/B849.htm | https://store.astm.org/f0519-17a.html	jisf.or.jp | www2.orist.jp | jcu-i.com | store.astm.org	6	3	industry_association | government_context | vendor_first_party | standard_or_code | standards_body	0.95	ok		2	1			Japan		high-strength steel components			standard	official, legal, standards, academic, or public-context support is present	industry association evidence is best used for sector context, not plant-specific guarantees
claim-044	### 4.2 用途別・産業別に何が違うか	fact	high	電子部品やコネクタでは、接触抵抗、耐食、はんだ付け性、信頼性試験の条件が先に来ます。JEITA の信頼性評価観点は、用途別の試験や環境条件を意識させる材料として有用です。表面技術協会 JEITA 電子部品部会 JEITA 信頼性評価ガイド	inline citation context	https://mekki.sfj.or.jp/ | https://home.jeita.or.jp/ecb/about/part.html | https://home.jeita.or.jp/page_file/20200526181633_4fCp1lxIJG.pdf	https://mekki.sfj.or.jp/ | https://home.jeita.or.jp/ecb/about/part.html | https://home.jeita.or.jp/page_file/20200526181633_4fCp1lxIJG.pdf	mekki.sfj.or.jp | home.jeita.or.jp	3	1	professional_body | industry_association	0.95	ok		2	1								standard	official, legal, standards, academic, or public-context support is present	industry association evidence is best used for sector context, not plant-specific guarantees
claim-045	### 4.2 用途別・産業別に何が違うか	fact	high	PCB/HDI では、OSP、ENIG、ENEPIG、IAg、ISn、HASL などの surface finish を、実装条件、微細配線、接点利用の有無と一緒に見ます。ENIG は便利ですが万能ではなく、finish だけで microvia 問題が解けるわけでもありません。IPC-4552 IPC-6012F IPC microvia warning	inline citation context	https://ipc.org/TOC/IPC-4552wAm-1-2.pdf | https://electronics.org/news-release/ipc-releases-ipc-6012f-qualification-and-performance-specification-rigid-printed | https://ipc.org/news-release/ipc-issues-electronics-industry-warning-printed-board-microvia-reliability-high	https://ipc.org/TOC/IPC-4552wAm-1-2.pdf | https://electronics.org/news-release/ipc-releases-ipc-6012f-qualification-and-performance-specification-rigid-printed | https://ipc.org/news-release/ipc-issues-electronics-industry-warning-printed-board-microvia-reliability-high	ipc.org | electronics.org	3	3	standards_body | standard_or_code	0.95	ok		2	1				microvia reliability				standard	official, legal, standards, academic, or public-context support is present	
claim-046	### 4.2 用途別・産業別に何が違うか	advice	medium	半導体周辺や先端パッケージングでは、公開資料の範囲では finer pitch と高密度化に合わせて finish と配線・接続の同時最適化が重要です。ここは一般的な機械部品めっきの延長ではなく、JEITA/ITRS 系の実装・パッケージ議論に寄せて見る方が自然です。JEITA/ITRS 2007 IPC-4552	inline citation context	https://semicon.jeita.or.jp/STRJ/ITRS/2007/12%202007_ITRS_A%26P_Japanese_v2.0.pdf | https://ipc.org/TOC/IPC-4552wAm-1-2.pdf	https://semicon.jeita.or.jp/STRJ/ITRS/2007/12%202007_ITRS_A%26P_Japanese_v2.0.pdf | https://ipc.org/TOC/IPC-4552wAm-1-2.pdf	semicon.jeita.or.jp | ipc.org	2	1	industry_association | standards_body	0.85	ok		2	1								standard	official, legal, standards, academic, or public-context support is present	industry association evidence is best used for sector context, not plant-specific guarantees
claim-047	### 4.2 用途別・産業別に何が違うか	advice	medium	建材や鋼板では、外観よりも長期防食、耐候、保守性、適用環境が強い判断軸になります。塗装亜鉛系めっき鋼板のように、後工程と一体で見た方がよい分野です。ORIST 日本鉄鋼連盟 塗装亜鉛系めっき鋼板の手引き	inline citation context	https://www2.orist.jp/dl/izumi/archive/Gijutsu_shiryo/Corr.pdf | https://jisf.or.jp/business/tech/aen/index.html | https://jisf.or.jp/info/book/docs/tosouaenkeimekkikouhangosiyounotebikikaitei.pdf	https://www2.orist.jp/dl/izumi/archive/Gijutsu_shiryo/Corr.pdf | https://jisf.or.jp/business/tech/aen/index.html | https://jisf.or.jp/info/book/docs/tosouaenkeimekkikouhangosiyounotebikikaitei.pdf	www2.orist.jp | jisf.or.jp	3	1	government_context | industry_association	0.95	ok		2	1			Japan					standard	official, legal, standards, academic, or public-context support is present	industry association evidence is best used for sector context, not plant-specific guarantees
claim-048	### 4.2 用途別・産業別に何が違うか	fact	low	装飾用途でも、公開資料の範囲では bright/decorative plating と実用的な耐食・外観維持が一緒に語られます。装飾でも前処理と耐食評価を軽く見ない方が安全です。ORIST 表面技術協会	inline citation context	https://www2.orist.jp/dl/izumi/archive/Gijutsu_shiryo/Corr.pdf | https://mekki.sfj.or.jp/	https://www2.orist.jp/dl/izumi/archive/Gijutsu_shiryo/Corr.pdf | https://mekki.sfj.or.jp/	www2.orist.jp | mekki.sfj.or.jp	2	2	government_context | professional_body	0.95	ok		2	1								standard	official, legal, standards, academic, or public-context support is present	
claim-049	### 4.3 工程・設備・外注先を見るポイント	advice	high	まず前処理です。脱脂、酸洗、活性化のどこかが弱いと、後段で密着不良、ピット、ブリスター、膜厚不均一が出やすくなります。ORIST 表面技術協会	inline citation context	https://www2.orist.jp/dl/izumi/archive/Gijutsu_shiryo/Corr.pdf | https://mekki.sfj.or.jp/	https://www2.orist.jp/dl/izumi/archive/Gijutsu_shiryo/Corr.pdf | https://mekki.sfj.or.jp/	www2.orist.jp | mekki.sfj.or.jp	2	2	government_context | professional_body	0.95	ok		2	1								standard	official, legal, standards, academic, or public-context support is present	
claim-050	### 4.3 工程・設備・外注先を見るポイント	advice	medium	次に浴管理です。無電解 Ni-P のような化学浴では、浴組成、析出速度、りん含有率、熱処理条件が性能に効きます。公開資料の範囲では、化学浴は「均一だから楽」ではなく「管理条件が別軸で重い」と見た方が安全です。Nickel Institute Nickel Plating Handbook ASTM B08 Scope	inline citation context	https://nickelinstitute.org/en/resources/technical-guides/properties-and-applications-of-electroless-nickel-10081 | https://nickelinstitute.org/en/resources/publications/nickel-plating-handbook-en | https://astm.org/membership-participation/technical-committees/committee-b08/scope-b08	https://nickelinstitute.org/en/resources/technical-guides/properties-and-applications-of-electroless-nickel-10081 | https://nickelinstitute.org/en/resources/publications/nickel-plating-handbook-en | https://astm.org/membership-participation/technical-committees/committee-b08/scope-b08	nickelinstitute.org | astm.org	3	1	industry_association | standards_body	0.95	ok		2	1								standard	official, legal, standards, academic, or public-context support is present	industry association evidence is best used for sector context, not plant-specific guarantees
claim-051	### 4.3 工程・設備・外注先を見るポイント	advice	high	高強度鋼、ばね材、締結部品では、めっき後ベーキングの有無と試験条件を確認しないと、水素脆化の議論が抜けます。JCU 表面処理技術資料 ASTM B849 ASTM F519	inline citation context	https://jcu-i.com/wp/wp-content/uploads/2022/10/irks1_20220511.pdf | https://store.astm.org/Standards/B849.htm | https://store.astm.org/f0519-17a.html	https://jcu-i.com/wp/wp-content/uploads/2022/10/irks1_20220511.pdf | https://store.astm.org/Standards/B849.htm | https://store.astm.org/f0519-17a.html	jcu-i.com | store.astm.org	3	2	vendor_first_party | standard_or_code | standards_body	0.95	ok		2	1					high-strength steel components			standard	official, legal, standards, academic, or public-context support is present	
claim-052	### 4.3 工程・設備・外注先を見るポイント	advice	high	PCB/HDI では、finish の種類だけでなく、穴埋め、銅めっき、実装、qualification を分けずに確認した方が安全です。microvia warning を読むときも同じです。IPC-4552 IPC microvia warning	inline citation context	https://ipc.org/TOC/IPC-4552wAm-1-2.pdf | https://ipc.org/news-release/ipc-issues-electronics-industry-warning-printed-board-microvia-reliability-high	https://ipc.org/TOC/IPC-4552wAm-1-2.pdf | https://ipc.org/news-release/ipc-issues-electronics-industry-warning-printed-board-microvia-reliability-high	ipc.org	2	2	standards_body	0.95	ok		2	1				microvia reliability				standard	official, legal, standards, academic, or public-context support is present	
claim-053	### 4.3 工程・設備・外注先を見るポイント	regulatory	high	外注先評価では、めっき種、膜厚、後処理、検査、規格適合、排水処理、作業者ばく露管理まで含めて確認する必要があります。PRTR や排水対応は工程の周辺論点ではなく、量産可否に効く本体条件です。METI PRTR 手引き 環境省 一般排水基準 OSHA 29 CFR 1910.1026	inline citation context	https://meti.go.jp/policy/chemical_management/law/prtr/pdf/r5_haishutsu_sanshutsu_manual/3-1.pdf | https://env.go.jp/water/impure/haisui.html | https://osha.gov/laws-regs/regulations/standardnumber/1910/1910.1026	https://meti.go.jp/policy/chemical_management/law/prtr/pdf/r5_haishutsu_sanshutsu_manual/3-1.pdf | https://env.go.jp/water/impure/haisui.html | https://osha.gov/laws-regs/regulations/standardnumber/1910/1910.1026	meti.go.jp | env.go.jp | osha.gov	3	3	legal_text | official_regulator	0.95	ok		2	1			Japan	wastewater discharge				standard	official, legal, standards, academic, or public-context support is present	
claim-054	### 4.4 誤解しやすい点と例外	fact	low	「めっきは装飾中心」は誤解です。機能用途の説明を抜くと、自動車、電子、PCB、接点の議論が全部薄くなります。表面技術協会 ORIST	inline citation context	https://mekki.sfj.or.jp/ | https://www2.orist.jp/dl/izumi/archive/Gijutsu_shiryo/Corr.pdf	https://mekki.sfj.or.jp/ | https://www2.orist.jp/dl/izumi/archive/Gijutsu_shiryo/Corr.pdf	mekki.sfj.or.jp | www2.orist.jp	2	2	professional_body | government_context	0.95	ok		2	1								standard	official, legal, standards, academic, or public-context support is present	
claim-055	### 4.4 誤解しやすい点と例外	regulatory	high	「公共用水域向け排水基準」と「下水道への排除基準」は同じではありません。report では公共用水域/下水道を分けて書く必要があります。環境省 一般排水基準 国交省 除害施設	inline citation context	https://env.go.jp/water/impure/haisui.html | https://mlit.go.jp/mizukokudo/sewerage/mizukokudo_sewerage_tk_000637.html	https://env.go.jp/water/impure/haisui.html | https://mlit.go.jp/mizukokudo/sewerage/mizukokudo_sewerage_tk_000637.html	env.go.jp | mlit.go.jp	2	2	official_regulator | government_context	0.95	ok		2	1			Japan	wastewater discharge	public water bodies			standard	official, legal, standards, academic, or public-context support is present	
claim-056	### 4.4 誤解しやすい点と例外	temporal	high	「六価クロムに暫定排水基準がある」と一括で言うのも危険です。今回確認できた現行一次情報では、2024-12-11 時点の暫定排水基準延長対象は亜鉛の電気めっき業です。環境省 2024-12-11 暫定基準延長	inline citation context	https://env.go.jp/press/press_03960.html	https://env.go.jp/press/press_03960.html	env.go.jp	1	1	official_regulator	0.85	ok		2	1		2024-12-11	Japan	hexavalent chromium		2024-12-11	temporary transitional measure	standard	official, legal, standards, academic, or public-context support is present	
claim-057	### 4.4 誤解しやすい点と例外	fact	high	「microvia の警告」は電子一般ではなく、PCB/HDI の限定文脈です。電子部品一般の finish 議論へそのまま広げない方が安全です。IPC microvia warning IPC-6012F	inline citation context	https://ipc.org/news-release/ipc-issues-electronics-industry-warning-printed-board-microvia-reliability-high | https://electronics.org/news-release/ipc-releases-ipc-6012f-qualification-and-performance-specification-rigid-printed	https://ipc.org/news-release/ipc-issues-electronics-industry-warning-printed-board-microvia-reliability-high | https://electronics.org/news-release/ipc-releases-ipc-6012f-qualification-and-performance-specification-rigid-printed	ipc.org | electronics.org	2	2	standards_body | standard_or_code	0.95	ok		2	1				microvia reliability				standard	official, legal, standards, academic, or public-context support is present	scope-limited claim
claim-058	### 4.4 誤解しやすい点と例外	regulatory	high	「RoHS と REACH は同じ材料規制」でもありません。RoHS は含有制限、REACH Annex XVII の nickel は主に release 条件です。European Commission RoHS Directive ECHA Annex XVII conditions	inline citation context	https://environment.ec.europa.eu/topics/waste-and-recycling/rohs-directive_en | https://echa.europa.eu/documents/10162/3bbe9024-52a6-8e63-5581-e686331eb459	https://environment.ec.europa.eu/topics/waste-and-recycling/rohs-directive_en | https://echa.europa.eu/documents/10162/3bbe9024-52a6-8e63-5581-e686331eb459	environment.ec.europa.eu | echa.europa.eu	2	2	legal_text	0.95	ok		2	1			EU	hazardous substances in EEE				standard	official, legal, standards, academic, or public-context support is present	
claim-059	### 4.5 いま変わっている制度・市場・技術	temporal	high	日本の六価クロム関連では、2022-04-01 に環境基準が改正され、2024-02-05 公布・2024-04-01 施行で測定法も改められました。report では改正日と施行日を分けて書くべきです。環境省 2022-04-01 告示 環境省 2024-02-05 公布	inline citation context	https://env.go.jp/press/110052.html | https://env.go.jp/press/press_02720.html	https://env.go.jp/press/110052.html | https://env.go.jp/press/press_02720.html	env.go.jp	2	2	official_regulator	0.95	ok		2	1		2022-04-01 | 2024-02-05 | 2024-04-01	Japan	hexavalent chromium		2022-04-01		standard	official, legal, standards, academic, or public-context support is present	
claim-060	### 4.5 いま変わっている制度・市場・技術	temporal	high	2024-12-11 の暫定排水基準延長は、少なくとも今回確認した official source では亜鉛の電気めっき業が対象です。六価クロムの暫定基準として書くと誤りやすいです。環境省 2024-12-11 暫定基準延長	inline citation context	https://env.go.jp/press/press_03960.html	https://env.go.jp/press/press_03960.html	env.go.jp	1	1	official_regulator	0.85	ok		2	1		2024-12-11	Japan	hexavalent chromium		2024-12-11	temporary transitional measure	standard	official, legal, standards, academic, or public-context support is present	
claim-061	### 4.5 いま変わっている制度・市場・技術	regulatory	high	米国では OSHA が Chromium(VI) ばく露、EPA が electroplating effluent guidelines と chrome finishing 文脈を別トラックで扱っています。PFAS も chrome plating の fume suppressant 文脈で見られており、単に「クロム工程だから PFAS」ではなく、用途と薬剤文脈を限定して読む必要があります。OSHA 29 CFR 1910.1026 EPA Electroplating Effluent Guidelines EPA Chromium Finishing Questionnaire	inline citation context	https://osha.gov/laws-regs/regulations/standardnumber/1910/1910.1026 | https://epa.gov/eg/electroplating-effluent-guidelines | https://epa.gov/eg/chromium-finishing-questionnaire	https://osha.gov/laws-regs/regulations/standardnumber/1910/1910.1026 | https://epa.gov/eg/electroplating-effluent-guidelines | https://epa.gov/eg/chromium-finishing-questionnaire	osha.gov | epa.gov	3	3	legal_text | official_regulator | government_context	0.95	ok		2	1			United States	worker exposure				standard	official, legal, standards, academic, or public-context support is present	scope-limited claim
claim-062	### 4.5 いま変わっている制度・市場・技術	regulatory	high	EU 側では、RoHS の hexavalent chromium と REACH Annex XVII の nickel release 条件を別々に確認する必要があります。ここは国・制度・製品カテゴリで話が分かれます。European Commission RoHS Directive ECHA Annex XVII conditions	inline citation context	https://environment.ec.europa.eu/topics/waste-and-recycling/rohs-directive_en | https://echa.europa.eu/documents/10162/3bbe9024-52a6-8e63-5581-e686331eb459	https://environment.ec.europa.eu/topics/waste-and-recycling/rohs-directive_en | https://echa.europa.eu/documents/10162/3bbe9024-52a6-8e63-5581-e686331eb459	environment.ec.europa.eu | echa.europa.eu	2	2	legal_text	0.95	ok		2	1			EU	hazardous substances in EEE				standard	official, legal, standards, academic, or public-context support is present	
claim-063	### 4.6 実務判断に効くコストと品質の勘所	advice	medium	最安の表面処理を選ぶより、再加工、歩留まり、field failure、EHS 対応コストまで見た方が実務では安くなることが多いです。ORIST METI PRTR 手引き	inline citation context	https://www2.orist.jp/dl/izumi/archive/Gijutsu_shiryo/Corr.pdf | https://meti.go.jp/policy/chemical_management/law/prtr/pdf/r5_haishutsu_sanshutsu_manual/3-1.pdf	https://www2.orist.jp/dl/izumi/archive/Gijutsu_shiryo/Corr.pdf | https://meti.go.jp/policy/chemical_management/law/prtr/pdf/r5_haishutsu_sanshutsu_manual/3-1.pdf	www2.orist.jp | meti.go.jp	2	2	government_context | legal_text	0.95	ok		2	1			Japan					standard	official, legal, standards, academic, or public-context support is present	
claim-064	### 4.6 実務判断に効くコストと品質の勘所	advice	medium	PCB では finish の単価差だけでなく、実装条件、ぬれ性、接点利用、qualification を一緒に見ないと比較を誤りやすいです。IPC-4552 IPC-6012F	inline citation context	https://ipc.org/TOC/IPC-4552wAm-1-2.pdf | https://electronics.org/news-release/ipc-releases-ipc-6012f-qualification-and-performance-specification-rigid-printed	https://ipc.org/TOC/IPC-4552wAm-1-2.pdf | https://electronics.org/news-release/ipc-releases-ipc-6012f-qualification-and-performance-specification-rigid-printed	ipc.org | electronics.org	2	2	standards_body | standard_or_code	0.95	ok		2	1								standard	official, legal, standards, academic, or public-context support is present	
claim-065	### 4.6 実務判断に効くコストと品質の勘所	advice	medium	公開資料の範囲では、自社ラインと専業めっき会社では最適化対象が違います。自社ラインは製品統合、専業めっき会社は量産性や浴安定に寄りやすく、薬品/装置メーカーは標準プロセス側の最適化を示しやすいです。METI JCU 表面処理技術資料 JEITA 信頼性評価ガイド	inline citation context	https://meti.go.jp/policy/chemical_management/kasinhou/files/information/ra/use_category_002.pdf | https://jcu-i.com/wp/wp-content/uploads/2022/10/irks1_20220511.pdf | https://home.jeita.or.jp/page_file/20200526181633_4fCp1lxIJG.pdf	https://meti.go.jp/policy/chemical_management/kasinhou/files/information/ra/use_category_002.pdf | https://jcu-i.com/wp/wp-content/uploads/2022/10/irks1_20220511.pdf | https://home.jeita.or.jp/page_file/20200526181633_4fCp1lxIJG.pdf	meti.go.jp | jcu-i.com | home.jeita.or.jp	3	1	government_context | vendor_first_party | industry_association	0.95	ok		2	1			Japan					standard	official, legal, standards, academic, or public-context support is present	industry association evidence is best used for sector context, not plant-specific guarantees; vendor evidence should be checked against the actual process, substrate, and acceptance test
claim-066	### 4.7 見落とすと危険なドメイン固有リスク	advice	high	前処理不良: 後段の密着不良、ピット、ブリスター、膜厚不均一に直結します。ORIST JCU 表面処理技術資料	inline citation context	https://www2.orist.jp/dl/izumi/archive/Gijutsu_shiryo/Corr.pdf | https://jcu-i.com/wp/wp-content/uploads/2022/10/irks1_20220511.pdf	https://www2.orist.jp/dl/izumi/archive/Gijutsu_shiryo/Corr.pdf | https://jcu-i.com/wp/wp-content/uploads/2022/10/irks1_20220511.pdf	www2.orist.jp | jcu-i.com	2	1	government_context | vendor_first_party	0.85	ok		2	1								standard	official, legal, standards, academic, or public-context support is present	vendor evidence should be checked against the actual process, substrate, and acceptance test
claim-067	### 4.7 見落とすと危険なドメイン固有リスク	advice	high	水素脆化: 高強度鋼、ばね材、締結部品ではベーキングと試験条件の確認が必須です。JCU 表面処理技術資料 ASTM B849 ASTM F519	inline citation context	https://jcu-i.com/wp/wp-content/uploads/2022/10/irks1_20220511.pdf | https://store.astm.org/Standards/B849.htm | https://store.astm.org/f0519-17a.html	https://jcu-i.com/wp/wp-content/uploads/2022/10/irks1_20220511.pdf | https://store.astm.org/Standards/B849.htm | https://store.astm.org/f0519-17a.html	jcu-i.com | store.astm.org	3	2	vendor_first_party | standard_or_code | standards_body	0.95	ok		2	1					high-strength steel components			standard	official, legal, standards, academic, or public-context support is present	
claim-068	### 4.7 見落とすと危険なドメイン固有リスク	advice	high	接触抵抗とはんだ付け性: コネクタや PCB finish は同じではなく、接点利用か実装中心かで見方が変わります。JEITA 信頼性評価ガイド IPC-4552	inline citation context	https://home.jeita.or.jp/page_file/20200526181633_4fCp1lxIJG.pdf | https://ipc.org/TOC/IPC-4552wAm-1-2.pdf	https://home.jeita.or.jp/page_file/20200526181633_4fCp1lxIJG.pdf | https://ipc.org/TOC/IPC-4552wAm-1-2.pdf	home.jeita.or.jp | ipc.org	2	1	industry_association | standards_body	0.85	ok		2	1								standard	official, legal, standards, academic, or public-context support is present	industry association evidence is best used for sector context, not plant-specific guarantees
claim-069	### 4.7 見落とすと危険なドメイン固有リスク	advice	high	microvia 潜在不良: PCB/HDI 文脈に限定して重く見るべきリスクで、電子一般へ広げすぎない方が安全です。IPC microvia warning IPC-6012F	inline citation context	https://ipc.org/news-release/ipc-issues-electronics-industry-warning-printed-board-microvia-reliability-high | https://electronics.org/news-release/ipc-releases-ipc-6012f-qualification-and-performance-specification-rigid-printed	https://ipc.org/news-release/ipc-issues-electronics-industry-warning-printed-board-microvia-reliability-high | https://electronics.org/news-release/ipc-releases-ipc-6012f-qualification-and-performance-specification-rigid-printed	ipc.org | electronics.org	2	2	standards_body | standard_or_code	0.95	ok		2	1				microvia reliability				standard	official, legal, standards, academic, or public-context support is present	scope-limited claim
claim-070	### 4.7 見落とすと危険なドメイン固有リスク	regulatory	high	排水・ばく露: 製品性能の良し悪しとは別に、量産可否を止めるリスクです。環境省 一般排水基準 OSHA 29 CFR 1910.1026 EPA Electroplating Effluent Guidelines	inline citation context	https://env.go.jp/water/impure/haisui.html | https://osha.gov/laws-regs/regulations/standardnumber/1910/1910.1026 | https://epa.gov/eg/electroplating-effluent-guidelines	https://env.go.jp/water/impure/haisui.html | https://osha.gov/laws-regs/regulations/standardnumber/1910/1910.1026 | https://epa.gov/eg/electroplating-effluent-guidelines	env.go.jp | osha.gov | epa.gov	3	3	official_regulator | legal_text	0.95	ok		2	1			Japan	wastewater discharge				standard	official, legal, standards, academic, or public-context support is present	
claim-071	### 4.7 見落とすと危険なドメイン固有リスク	regulatory	high	RoHS / REACH / nickel release: 含有量と放出条件を混同すると説明も設計判断も崩れます。European Commission RoHS Directive ECHA Annex XVII conditions	inline citation context	https://environment.ec.europa.eu/topics/waste-and-recycling/rohs-directive_en | https://echa.europa.eu/documents/10162/3bbe9024-52a6-8e63-5581-e686331eb459	https://environment.ec.europa.eu/topics/waste-and-recycling/rohs-directive_en | https://echa.europa.eu/documents/10162/3bbe9024-52a6-8e63-5581-e686331eb459	environment.ec.europa.eu | echa.europa.eu	2	2	legal_text	0.95	ok		2	1			EU	hazardous substances in EEE	skin-contact release condition			standard	official, legal, standards, academic, or public-context support is present	
claim-072	### 5.1 実務チェックリスト	advice	high	方式を選ぶ - 確認すること: 基材、要求性能、使用環境、厚み要求をまず固定する	table cell	https://astm.org/membership-participation/technical-committees/committee-b08/scope-b08 | https://www2.orist.jp/dl/izumi/archive/Gijutsu_shiryo/Corr.pdf	https://astm.org/membership-participation/technical-committees/committee-b08/scope-b08 | https://www2.orist.jp/dl/izumi/archive/Gijutsu_shiryo/Corr.pdf	astm.org | www2.orist.jp	2	2	standards_body | government_context	0.95	ok		2	1								standard	official, legal, standards, academic, or public-context support is present	
claim-073	### 5.1 実務チェックリスト	advice	high	方式を選ぶ - なぜ重要か: 同じ「めっき」でも比較軸が違うため	table cell	https://astm.org/membership-participation/technical-committees/committee-b08/scope-b08 | https://www2.orist.jp/dl/izumi/archive/Gijutsu_shiryo/Corr.pdf	https://astm.org/membership-participation/technical-committees/committee-b08/scope-b08 | https://www2.orist.jp/dl/izumi/archive/Gijutsu_shiryo/Corr.pdf	astm.org | www2.orist.jp	2	2	standards_body | government_context	0.95	ok		2	1								standard	official, legal, standards, academic, or public-context support is present	
claim-074	### 5.1 実務チェックリスト	advice	high	方式を選ぶ - 失敗した場合のリスク: 不適切な方式比較、過剰品質、性能不足	table cell	https://astm.org/membership-participation/technical-committees/committee-b08/scope-b08 | https://www2.orist.jp/dl/izumi/archive/Gijutsu_shiryo/Corr.pdf	https://astm.org/membership-participation/technical-committees/committee-b08/scope-b08 | https://www2.orist.jp/dl/izumi/archive/Gijutsu_shiryo/Corr.pdf	astm.org | www2.orist.jp	2	2	standards_body | government_context	0.95	ok		2	1								standard	official, legal, standards, academic, or public-context support is present	
claim-075	### 5.1 実務チェックリスト	advice	high	外注先を選ぶ - 確認すること: 前処理、膜厚、後処理、検査、ベーキング条件を確認する	table cell	https://www2.orist.jp/dl/izumi/archive/Gijutsu_shiryo/Corr.pdf | https://jcu-i.com/wp/wp-content/uploads/2022/10/irks1_20220511.pdf	https://www2.orist.jp/dl/izumi/archive/Gijutsu_shiryo/Corr.pdf | https://jcu-i.com/wp/wp-content/uploads/2022/10/irks1_20220511.pdf	www2.orist.jp | jcu-i.com	2	1	government_context | vendor_first_party	0.85	ok		2	1								standard	official, legal, standards, academic, or public-context support is present	vendor evidence should be checked against the actual process, substrate, and acceptance test
claim-076	### 5.1 実務チェックリスト	advice	high	外注先を選ぶ - なぜ重要か: めっき種だけでは品質が決まらないため	table cell	https://www2.orist.jp/dl/izumi/archive/Gijutsu_shiryo/Corr.pdf | https://jcu-i.com/wp/wp-content/uploads/2022/10/irks1_20220511.pdf	https://www2.orist.jp/dl/izumi/archive/Gijutsu_shiryo/Corr.pdf | https://jcu-i.com/wp/wp-content/uploads/2022/10/irks1_20220511.pdf	www2.orist.jp | jcu-i.com	2	1	government_context | vendor_first_party	0.85	ok		2	1								standard	official, legal, standards, academic, or public-context support is present	vendor evidence should be checked against the actual process, substrate, and acceptance test
claim-077	### 5.1 実務チェックリスト	advice	high	外注先を選ぶ - 失敗した場合のリスク: 密着不良、水素脆化、再加工増加	table cell	https://www2.orist.jp/dl/izumi/archive/Gijutsu_shiryo/Corr.pdf | https://jcu-i.com/wp/wp-content/uploads/2022/10/irks1_20220511.pdf	https://www2.orist.jp/dl/izumi/archive/Gijutsu_shiryo/Corr.pdf | https://jcu-i.com/wp/wp-content/uploads/2022/10/irks1_20220511.pdf	www2.orist.jp | jcu-i.com	2	1	government_context | vendor_first_party	0.85	ok		2	1								standard	official, legal, standards, academic, or public-context support is present	vendor evidence should be checked against the actual process, substrate, and acceptance test
claim-078	### 5.1 実務チェックリスト	advice	high	PCB finish を選ぶ - 確認すること: finish と microvia/実装条件を分けずに確認する	table cell	https://ipc.org/TOC/IPC-4552wAm-1-2.pdf | https://electronics.org/news-release/ipc-releases-ipc-6012f-qualification-and-performance-specification-rigid-printed	https://ipc.org/TOC/IPC-4552wAm-1-2.pdf | https://electronics.org/news-release/ipc-releases-ipc-6012f-qualification-and-performance-specification-rigid-printed	ipc.org | electronics.org	2	2	standards_body | standard_or_code	0.95	ok		2	1				microvia reliability				standard	official, legal, standards, academic, or public-context support is present	
